x,y,z
38.07947176588889,96.9888781486913,115.10888598004838
95.1207163345817,77.73814951275034,282.37207549908646
73.46740023932911,94.01039521485473,221.31980848334237
60.26718993550662,89.58790769233724,160.92588066051093
16.445845403801215,60.19209790229743,47.14081733302852
16.443457513284063,92.26554926728856,52.90149825496965
6.750277604651747,9.76075770314003,35.0297732613704
86.75143843171858,20.402303379495375,255.07161311241924
60.510386162577674,5.477501602143269,173.44622245880115
71.09918520180851,33.20770274556317,208.2799851695802
3.0378649352844422,39.47905167925872,18.26761598287407
97.02107536403744,27.863554145615694,294.3507371887092
83.41182143924175,83.04501340604101,244.93786228005484
22.02157195714934,36.31857934266534,71.19739020258157
19.00067175350296,28.812516459050695,57.97279075398929
19.15704647548995,54.7269122326666,67.15758933179873
31.119982052994235,14.951498272501501,86.33941522020919
52.950886731591545,80.41750109464992,155.57603872879696
43.76255684556946,8.380513724297312,127.36658900538681
29.83168487960615,98.70180672345121,74.85990515749728
61.573436577515565,77.45223216036908,187.68151250319247
14.809892204552142,20.67285247188307,47.04022933545532
29.922320204986598,1.5466895952366375,89.81809518138441
37.269822486075476,81.73068141702858,109.46359612447496
46.150928437486556,70.9788770409141,124.29907789195552
78.73242017790835,73.17170963605774,231.99080730607147
20.767704433677615,77.35576432190862,58.87596813576515
51.909209402947546,8.330420521674945,147.70485551662645
59.64904231734221,36.48810712588299,177.33426983536654
5.598590859279775,12.471036892987842,20.83628114598471
61.146940338242395,86.44723916168375,202.3026800268325
17.88188824504186,62.70651455592824,55.39144286344397
7.4401077055426725,33.75890446041227,24.89582702385566
94.93966818807999,7.29227667831634,284.07454540657835
96.59757127438138,31.787249849850557,270.60500167015374
81.03133746352965,33.19314888064796,242.82887363609677
31.156763148163698,73.23101165546834,94.07259154390137
10.669539286632004,64.1181896641661,56.641038984748874
68.73906962470353,88.83406151505633,204.2935992262994
44.57509688022053,47.74927759103298,136.7407640639977
13.081785249633104,12.83983034789187,38.89823805184688
50.02251410101575,71.6112339350765,138.38076192685193
4.404463590406621,76.31771981307284,24.64161891637007
91.02271980579943,56.56644255938013,280.58748974426607
26.619218178401674,77.32575081550154,87.7679740056355
66.58970615104421,49.88576404007468,190.67524390518525
31.859396532851683,52.750550108817414,109.60613270791603
52.48673409660327,43.326560817496414,143.441691661887
55.12431765498469,3.5164935476654238,171.24152390295677
19.300591097027176,11.681251272337141,79.80632954918131
